Gene_name	Gene_ID	Transcript_ID	RefSeq_ID	Strand	Chromosome	Exon_region_start	Exon_region_end	Exon_rank_in_transcript
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116339125	116340338	2
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116371722	116371913	3
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116380004	116380138	4
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116380906	116381079	5
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116395409	116395569	6
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116397491	116397593	7
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116397692	116397828	8
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116398513	116398674	9
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116399445	116399544	10
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116403104	116403322	11
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116409699	116409845	12
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116411552	116411708	13
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116411903	116412043	14
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116414935	116415165	15
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116417443	116417523	16
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116418830	116419011	17
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116422042	116422151	18
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116423358	116423523	19
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116435709	116435845	20
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116435941	116438440	21
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	232879545	232879689	2
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	232880224	232880381	3
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	232888987	232889040	4
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	232894689	232894790	5
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	232952197	232952431	6
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	232995329	232995429	7
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233001182	233001429	8
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233028169	233028342	9
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233075036	233075115	10
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233103243	233103355	11
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233113949	233114056	12
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233127917	233128150	13
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233164750	233164829	14
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233194523	233194706	15
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233195400	233195486	16
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233198550	233198697	17
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233199079	233199209	18
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233199341	233199445	19
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233200483	233200584	20
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	232826293	232826475	1
DIS3L2	ENSG00000144535	ENST00000325385	NM_152383	1	chr2	233201179	233201907	21
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104263744	104264091	1
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104268926	104269060	2
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104309727	104309863	3
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104352339	104352481	4
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104353393	104353478	5
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104353750	104353822	6
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104356897	104357050	7
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104359190	104359301	8
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104375025	104375159	9
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104377047	104377185	10
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104386932	104387000	11
SUFU	ENSG00000107882	ENST00000369902	NM_016169	1	chr10	104389823	104393292	12
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135819930	135820008	1
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135810420	135810482	2
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135804154	135804339	3
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135802588	135802691	4
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135800974	135801126	5
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135798735	135798879	6
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135797206	135797360	7
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135796750	135796823	8
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135787669	135787844	9
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135786840	135786955	10
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135786389	135786500	11
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135785958	135786079	12
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135782688	135782757	13
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135782118	135782222	14
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135780968	135781526	15
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135779798	135779841	16
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135779038	135779204	17
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135777992	135778174	18
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135776976	135777086	19
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135776102	135776224	20
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135772810	135772997	21
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135772571	135772732	22
TSC1	ENSG00000165699	ENST00000298552	NM_000368	-1	chr9	135766735	135772141	23
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40453227	40453456	1
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40457254	40457397	2
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40462263	40462322	3
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40462738	40462882	4
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40468678	40468874	5
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40475915	40476084	6
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40477366	40477580	7
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40477752	40477843	8
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40488746	40488975	9
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40491816	40491928	10
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40492445	40492560	11
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40493132	40493181	12
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40494606	40494666	13
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40494790	40494895	14
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40498385	40498659	15
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40500838	40500971	16
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40501836	40501976	17
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40502311	40502411	18
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40504700	40504849	19
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40505533	40505675	20
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40509697	40509868	21
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40510657	40510763	22
BUB1B	ENSG00000156970	ENST00000287598	NM_001211	1	chr15	40512765	40513337	23
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128051630	128051752	1
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128051089	128051294	2
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128050186	128050422	3
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128047800	128047849	4
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128047265	128047400	5
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128046913	128047077	6
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128046236	128046440	7
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128044279	128044593	8
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128038023	128038207	9
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128036749	128036951	10
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128030441	128030537	11
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128028912	128029029	12
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128018804	128018922	13
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128016872	128017024	14
ERCC3	ENSG00000163161	ENST00000285398	NM_000122	-1	chr2	128014866	128015303	15
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6048628	6048756	1
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6045523	6045662	2
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6043603	6043689	3
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6043321	6043423	4
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6042084	6042267	5
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6038739	6038906	6
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6036957	6037054	7
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6035165	6035264	8
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6031604	6031688	9
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6029431	6029586	10
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6026390	6027251	11
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6022455	6022622	12
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6018227	6018327	13
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6017219	6017388	14
PMS2	ENSG00000122512	ENST00000265849	NM_000535	-1	chr7	6012870	6013173	15
CEBPA	ENSG00000245848	ENST00000498907	NM_001287424	-1	chr19	33790840	33793470	1
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3661561	3661599	1
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3658431	3659567	2
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3656475	3656699	3
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3652119	3652308	4
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3650980	3651192	5
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3647798	3648000	6
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3647380	3647696	7
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3646154	3646394	8
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3645606	3645694	9
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3644454	3644600	10
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3642700	3642866	11
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3639003	3641311	12
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3634770	3634872	13
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3633098	3633511	14
SLX4	ENSG00000188827	ENST00000294008	NM_032444	-1	chr16	3631182	3632694	15
FANCF	ENSG00000183161	ENST00000327470	NM_022725	-1	chr11	22644079	22647387	1
EPCAM	ENSG00000119888	ENST00000263735	NM_002354	1	chr2	47600602	47600709	2
EPCAM	ENSG00000119888	ENST00000263735	NM_002354	1	chr2	47600947	47601187	3
EPCAM	ENSG00000119888	ENST00000263735	NM_002354	1	chr2	47602373	47602438	4
EPCAM	ENSG00000119888	ENST00000263735	NM_002354	1	chr2	47604153	47604216	5
EPCAM	ENSG00000119888	ENST00000263735	NM_002354	1	chr2	47606092	47606193	6
EPCAM	ENSG00000119888	ENST00000263735	NM_002354	1	chr2	47606908	47607108	7
EPCAM	ENSG00000119888	ENST00000263735	NM_002354	1	chr2	47612305	47612349	8
EPCAM	ENSG00000119888	ENST00000263735	NM_002354	1	chr2	47596287	47596720	1
EPCAM	ENSG00000119888	ENST00000263735	NM_002354	1	chr2	47613711	47614173	9
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52443858	52444366	1
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52443730	52443759	2
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52443570	52443624	3
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52442490	52442622	4
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52441974	52442093	5
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52441415	52441476	6
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52441190	52441332	7
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52440845	52440923	8
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52440269	52440392	9
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52439781	52439928	10
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52439126	52439310	11
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52438469	52438602	12
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52437432	52437910	13
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52437154	52437314	14
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52436795	52436887	15
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52436618	52436690	16
BAP1	ENSG00000163930	ENST00000460680	NM_004656	-1	chr3	52435029	52436437	17
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45606272	45606444	2
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45609835	45609912	3
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45618040	45618198	4
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45620600	45620731	5
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45623123	45623255	6
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45623900	45624025	7
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45624576	45624662	8
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45628299	45628483	9
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45633562	45633768	10
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45605150	45605742	1
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45636153	45636366	11
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45639792	45639949	12
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45642258	45642413	13
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45644274	45646179	14
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45650633	45650727	15
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45650840	45650908	16
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45652977	45653105	17
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45654420	45654576	18
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45656984	45657090	19
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45658005	45658565	20
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45665375	45665750	21
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45667847	45668138	22
FANCM	ENSG00000187790	ENST00000267430	NM_020937	1	chr14	45669073	45670090	23
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47630108	47630541	1
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47635540	47635694	2
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47637233	47637511	3
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47639553	47639699	4
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47641408	47641557	5
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47643435	47643568	6
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47656881	47657080	7
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47672687	47672796	8
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47690170	47690293	9
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47693797	47693947	10
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47698104	47698201	11
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47702164	47702409	12
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47703506	47703710	13
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47705411	47705658	14
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47707835	47708010	15
MSH2	ENSG00000095002	ENST00000233146	NM_000251	1	chr2	47709918	47710367	16
GPC3	ENSG00000147257	ENST00000370818	NM_004484	-1	chrX	133119302	133119922	1
GPC3	ENSG00000147257	ENST00000370818	NM_004484	-1	chrX	133087077	133087238	2
GPC3	ENSG00000147257	ENST00000370818	NM_004484	-1	chrX	132887509	132888203	3
GPC3	ENSG00000147257	ENST00000370818	NM_004484	-1	chrX	132833923	132834056	4
GPC3	ENSG00000147257	ENST00000370818	NM_004484	-1	chrX	132826397	132826522	5
GPC3	ENSG00000147257	ENST00000370818	NM_004484	-1	chrX	132795758	132795878	6
GPC3	ENSG00000147257	ENST00000370818	NM_004484	-1	chrX	132730468	132730627	7
GPC3	ENSG00000147257	ENST00000370818	NM_004484	-1	chrX	132669773	132670321	8
PHOX2B	ENSG00000109132	ENST00000226382	NM_003924	-1	chr4	41750387	41750987	1
PHOX2B	ENSG00000109132	ENST00000226382	NM_003924	-1	chr4	41749366	41749553	2
PHOX2B	ENSG00000109132	ENST00000226382	NM_003924	-1	chr4	41746099	41748339	3
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74497435	74497489	1
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74483794	74483991	2
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74477457	74477627	3
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74475815	74476023	4
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74475164	74475359	5
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74474888	74475091	6
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74473739	74473867	7
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74473262	74473380	8
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74472912	74473106	9
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74471112	74471223	10
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74470812	74470886	11
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74470455	74470616	12
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74470115	74470224	13
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74469921	74469984	14
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74469730	74469824	15
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74469334	74469409	16
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74469087	74469187	17
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74468768	74468921	18
RHBDF2	ENSG00000129667	ENST00000313080	NM_024599	-1	chr17	74466978	74468134	19
WT1	ENSG00000184937	ENST00000332351	NM_024424	-1	chr11	32450043	32450165	2
WT1	ENSG00000184937	ENST00000332351	NM_024424	-1	chr11	32449502	32449604	3
WT1	ENSG00000184937	ENST00000332351	NM_024424	-1	chr11	32439123	32439200	4
WT1	ENSG00000184937	ENST00000332351	NM_024424	-1	chr11	32438036	32438086	5
WT1	ENSG00000184937	ENST00000332351	NM_024424	-1	chr11	32421494	32421590	6
WT1	ENSG00000184937	ENST00000332351	NM_024424	-1	chr11	32417803	32417953	7
WT1	ENSG00000184937	ENST00000332351	NM_024424	-1	chr11	32414212	32414301	8
WT1	ENSG00000184937	ENST00000332351	NM_024424	-1	chr11	32409321	32410725	10
WT1	ENSG00000184937	ENST00000332351	NM_024424	-1	chr11	32456246	32457176	1
WT1	ENSG00000184937	ENST00000332351	NM_024424	-1	chr11	32413518	32413610	9
MSH6	ENSG00000116062	ENST00000234420	NM_000179	1	chr2	48010221	48010632	1
MSH6	ENSG00000116062	ENST00000234420	NM_000179	1	chr2	48018066	48018262	2
MSH6	ENSG00000116062	ENST00000234420	NM_000179	1	chr2	48023033	48023202	3
MSH6	ENSG00000116062	ENST00000234420	NM_000179	1	chr2	48025750	48028294	4
MSH6	ENSG00000116062	ENST00000234420	NM_000179	1	chr2	48030559	48030824	5
MSH6	ENSG00000116062	ENST00000234420	NM_000179	1	chr2	48032049	48032166	6
MSH6	ENSG00000116062	ENST00000234420	NM_000179	1	chr2	48032757	48032846	7
MSH6	ENSG00000116062	ENST00000234420	NM_000179	1	chr2	48033343	48033497	8
MSH6	ENSG00000116062	ENST00000234420	NM_000179	1	chr2	48033591	48033790	9
MSH6	ENSG00000116062	ENST00000234420	NM_000179	1	chr2	48033918	48037240	10
RAD51C	ENSG00000108384	ENST00000337432	NM_058216	1	chr17	56774054	56774220	3
RAD51C	ENSG00000108384	ENST00000337432	NM_058216	1	chr17	56780557	56780690	4
RAD51C	ENSG00000108384	ENST00000337432	NM_058216	1	chr17	56769934	56770149	1
RAD51C	ENSG00000108384	ENST00000337432	NM_058216	1	chr17	56772292	56772550	2
RAD51C	ENSG00000108384	ENST00000337432	NM_058216	1	chr17	56787220	56787351	5
RAD51C	ENSG00000108384	ENST00000337432	NM_058216	1	chr17	56798107	56798173	6
RAD51C	ENSG00000108384	ENST00000337432	NM_058216	1	chr17	56801401	56801461	7
RAD51C	ENSG00000108384	ENST00000337432	NM_058216	1	chr17	56809845	56809905	8
RAD51C	ENSG00000108384	ENST00000337432	NM_058216	1	chr17	56811479	56811703	9
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103497194	103498704	1
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103504468	103504643	2
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103506107	103506222	3
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103506638	103506724	4
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103508402	103508462	5
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103510625	103510768	6
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103513857	103514064	7
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103514380	103515453	8
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103518017	103518261	9
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103518612	103518731	10
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103518982	103519195	11
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103520463	103520607	12
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103524548	103524748	13
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103525609	103525693	14
ERCC5	ENSG00000134899	ENST00000355739	NM_000123	1	chr13	103527657	103528345	15
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29421945	29422387	1
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29483001	29483144	2
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29486028	29486111	3
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29490204	29490394	4
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29496909	29497015	5
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29508440	29508507	6
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29508728	29508803	7
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29509526	29509683	8
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29527440	29527613	9
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29528055	29528177	10
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29528429	29528503	11
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29533258	29533389	12
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29541469	29541603	13
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29546023	29546136	14
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29548868	29548947	15
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29550462	29550585	16
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29552113	29552268	17
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29553453	29553702	18
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29554236	29554309	19
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29554541	29554624	20
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29556043	29556483	21
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29556853	29556992	22
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29557278	29557400	23
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29557860	29557943	24
NF1	ENSG00000196712	ENST00000358273	NM_001042492	1	chr17	29559091	29559207	25
