Gene_name	Gene_ID	Transcript_ID	RefSeq_ID	Strand	Chromosome	Exon_region_start	Exon_region_end	Exon_rank_in_transcript
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139403322	139403523	19
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139402684	139402837	20
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139402407	139402591	21
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139401757	139401889	22
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139401168	139401425	23
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139400979	139401091	24
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139399762	139400333	25
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139399125	139399556	26
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139397634	139397782	27
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139396724	139396940	28
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139396453	139396540	29
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139396200	139396365	30
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139395004	139395299	31
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139393564	139393711	32
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139393351	139393448	33
NOTCH1	ENSG00000148400	ENST00000277541	NM_017617	-1	chr9	139388896	139392010	34
FXN	ENSG00000165060	ENST00000377270	NM_000144	1	chr9	71650175	71650863	1
FXN	ENSG00000165060	ENST00000377270	NM_000144	1	chr9	71661301	71661398	2
FXN	ENSG00000165060	ENST00000377270	NM_000144	1	chr9	71668056	71668176	3
FXN	ENSG00000165060	ENST00000377270	NM_000144	1	chr9	71679854	71679951	4
FXN	ENSG00000165060	ENST00000377270	NM_000144	1	chr9	71687528	71689129	5
MYL3	ENSG00000160808	ENST00000292327	NM_000258	-1	chr3	46902450	46902477	2
MYL3	ENSG00000160808	ENST00000292327	NM_000258	-1	chr3	46902166	46902315	3
MYL3	ENSG00000160808	ENST00000292327	NM_000258	-1	chr3	46900965	46901138	4
MYL3	ENSG00000160808	ENST00000292327	NM_000258	-1	chr3	46899874	46899951	5
MYL3	ENSG00000160808	ENST00000292327	NM_000258	-1	chr3	46904752	46904973	1
MYL3	ENSG00000160808	ENST00000292327	NM_000258	-1	chr3	46899721	46899762	6
MYL3	ENSG00000160808	ENST00000292327	NM_000258	-1	chr3	46899362	46899591	7
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	153584182	153584819	1
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154143299	154143413	2
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154172024	154172122	3
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154237617	154237711	4
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154263927	154264001	5
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154429531	154429583	6
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154461070	154461151	7
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154519477	154519597	8
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154561127	154561281	9
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154564555	154564652	10
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154585789	154585912	11
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154587555	154587593	12
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154593065	154593172	13
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154595574	154595665	14
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154596627	154596674	15
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154598704	154598822	16
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154645490	154645537	17
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154659705	154659803	18
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154664334	154664403	19
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154667616	154667810	20
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154672598	154672652	21
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154677343	154677454	22
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154679386	154679444	23
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154680982	154681054	24
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154681167	154681240	25
DPP6	ENSG00000130226	ENST00000404039	NM_001039350	1	chr7	154684044	154685995	26
TNNC1	ENSG00000114854	ENST00000232975	NM_003280	-1	chr3	52488008	52488086	1
TNNC1	ENSG00000114854	ENST00000232975	NM_003280	-1	chr3	52486499	52486529	2
TNNC1	ENSG00000114854	ENST00000232975	NM_003280	-1	chr3	52486122	52486268	3
TNNC1	ENSG00000114854	ENST00000232975	NM_003280	-1	chr3	52485760	52485874	4
TNNC1	ENSG00000114854	ENST00000232975	NM_003280	-1	chr3	52485407	52485543	5
TNNC1	ENSG00000114854	ENST00000232975	NM_003280	-1	chr3	52485118	52485322	6
ACTA1	ENSG00000143632	ENST00000366684	NM_001100	-1	chr1	229569751	229569841	1
ACTA1	ENSG00000143632	ENST00000366684	NM_001100	-1	chr1	229568734	229568874	2
ACTA1	ENSG00000143632	ENST00000366684	NM_001100	-1	chr1	229568303	229568627	3
ACTA1	ENSG00000143632	ENST00000366684	NM_001100	-1	chr1	229568017	229568178	4
ACTA1	ENSG00000143632	ENST00000366684	NM_001100	-1	chr1	229567741	229567932	5
ACTA1	ENSG00000143632	ENST00000366684	NM_001100	-1	chr1	229567468	229567649	6
ACTA1	ENSG00000143632	ENST00000366684	NM_001100	-1	chr1	229566992	229567389	7
GLA	ENSG00000102393	ENST00000218516	NM_000169	-1	chrX	100658799	100658973	2
GLA	ENSG00000102393	ENST00000218516	NM_000169	-1	chrX	100656620	100656797	3
GLA	ENSG00000102393	ENST00000218516	NM_000169	-1	chrX	100655654	100655745	4
GLA	ENSG00000102393	ENST00000218516	NM_000169	-1	chrX	100662698	100662913	1
GLA	ENSG00000102393	ENST00000218516	NM_000169	-1	chrX	100653773	100653934	5
GLA	ENSG00000102393	ENST00000218516	NM_000169	-1	chrX	100653358	100653555	6
GLA	ENSG00000102393	ENST00000218516	NM_000169	-1	chrX	100652791	100653087	7
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112575661	112575917	1
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112575158	112575493	2
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112537569	112537670	3
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112528222	112528346	4
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112522809	112522889	5
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112512838	112513052	6
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112510312	112510407	7
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112508652	112508803	8
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112506439	112506549	9
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112499323	112499434	10
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112496515	112496682	11
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112493813	112494006	12
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112486362	112486478	13
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112479934	112480082	14
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112476767	112476908	15
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112476053	112476149	16
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112471713	112471829	17
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112469359	112469538	18
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112465996	112466135	19
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112463321	112463494	20
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112462560	112462705	21
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112461962	112462124	22
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112460954	112461087	23
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112460322	112460493	24
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112457325	112457456	25
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112455669	112455811	26
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112454551	112454689	27
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112453955	112454092	28
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112452170	112452303	29
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112451078	112451242	30
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112450124	112450277	31
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112443217	112443404	32
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112441486	112441675	33
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112440359	112440514	34
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112438942	112439101	35
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112437066	112437196	36
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112435866	112435959	37
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112435279	112435398	38
LAMA4	ENSG00000112769	ENST00000230538	NM_001105206	-1	chr6	112429963	112430785	39
NKX2-5	ENSG00000183072	ENST00000329198	NM_001166176	-1	chr5	172661753	172662360	1
NKX2-5	ENSG00000183072	ENST00000329198	NM_001166176	-1	chr5	172659112	172660212	2
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30407929	30408349	3
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30409242	30409540	4
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30411280	30411385	5
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30412062	30412155	6
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30414408	30414517	7
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30414600	30414741	8
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30418622	30418692	9
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30418816	30418944	10
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30419506	30419658	11
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30419807	30419939	12
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30421520	30422492	13
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30407176	30407231	1
MYLK2	ENSG00000101306	ENST00000375985	NM_033118	1	chr20	30407336	30407435	2
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48937772	48938046	1
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48936803	48937147	2
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48905207	48905289	3
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48902925	48903023	4
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48892336	48892431	5
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48888480	48888575	6
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48829808	48830005	7
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48826277	48826402	8
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48818327	48818452	9
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48812856	48813014	10
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48808380	48808559	11
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48807584	48807724	12
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48805746	48805865	13
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48802241	48802366	14
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48800779	48800901	15
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48797222	48797344	16
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48795984	48796136	17
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48791182	48791235	18
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48789463	48789588	19
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48788297	48788422	20
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48787666	48787785	21
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48787320	48787457	22
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48786401	48786451	23
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48784658	48784783	24
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48782048	48782275	25
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48780565	48780690	26
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48780310	48780438	27
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48779509	48779634	28
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48779272	48779397	29
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48777571	48777693	30
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48776015	48776140	31
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48773852	48773977	32
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48766725	48766847	33
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48766452	48766574	34
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48764748	48764873	35
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48762831	48762953	36
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48760609	48760731	37
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48760135	48760299	38
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48757987	48758055	39
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48757765	48757890	40
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48756096	48756218	41
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48755279	48755437	42
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48752443	48752514	43
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48748834	48748959	44
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48744759	48744881	45
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48740965	48741090	46
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48738903	48739019	47
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48737573	48737701	48
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48736738	48736857	49
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48733918	48734043	50
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48729965	48730114	51
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48729519	48729584	52
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48729158	48729274	53
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48726791	48726910	54
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48725063	48725185	55
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48722868	48722999	56
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48720543	48720668	57
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48719764	48719970	58
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48717936	48718061	59
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48717566	48717688	60
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48714149	48714265	61
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48713755	48713883	62
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48712884	48713003	63
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48707733	48707964	64
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48704766	48704940	65
FBN1	ENSG00000166147	ENST00000316623	NM_000138	-1	chr15	48700503	48703576	66
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78381740	78381818	2
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78383645	78383723	4
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78383810	78383958	5
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78390873	78390914	6
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78392099	78392296	7
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78392401	78392577	8
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78395001	78395189	9
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78354313	78354444	1
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78383251	78383442	3
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78398967	78399164	10
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78401508	78401729	11
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78407708	78407893	12
NEXN	ENSG00000162614	ENST00000334785	NM_144573	1	chr1	78408146	78408909	13
KLF10	ENSG00000155090	ENST00000285407	NM_005655	-1	chr8	103667794	103668130	1
KLF10	ENSG00000155090	ENST00000285407	NM_005655	-1	chr8	103664392	103664625	2
KLF10	ENSG00000155090	ENST00000285407	NM_005655	-1	chr8	103663377	103664289	3
KLF10	ENSG00000155090	ENST00000285407	NM_005655	-1	chr8	103661007	103662619	4
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236849808	236850099	1
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236881158	236881272	2
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236882194	236882313	3
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236883405	236883491	4
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236889233	236889320	5
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236890978	236891056	6
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236894533	236894614	7
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236898935	236899020	8
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236900422	236900514	9
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236902602	236902832	10
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236906196	236906343	11
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236907926	236908076	12
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236910967	236911075	13
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236912424	236912564	14
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236914770	236914952	15
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236917247	236917381	16
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236918319	236918498	17
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236920786	236920932	18
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236923024	236923089	19
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236924315	236924473	20
ACTN2	ENSG00000077522	ENST00000366578	NM_001103	1	chr1	236925761	236927931	21
FHL1	ENSG00000022267	ENST00000370690	NM_001449	1	chrX	135229624	135229787	1
FHL1	ENSG00000022267	ENST00000370690	NM_001449	1	chrX	135252066	135252139	2
FHL1	ENSG00000022267	ENST00000370690	NM_001449	1	chrX	135288566	135288747	3
FHL1	ENSG00000022267	ENST00000370690	NM_001449	1	chrX	135289175	135289349	4
FHL1	ENSG00000022267	ENST00000370690	NM_001449	1	chrX	135289951	135290120	5
FHL1	ENSG00000022267	ENST00000370690	NM_001449	1	chrX	135290614	135290800	6
FHL1	ENSG00000022267	ENST00000370690	NM_001449	1	chrX	135292030	135293518	7
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237205505	237205869	1
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237433797	237433916	2
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237494178	237494282	3
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237519265	237519285	4
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237527658	237527672	5
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237532834	237532908	6
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237538017	237538095	7
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237540623	237540735	8
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237550581	237550680	9
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237551387	237551483	10
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237580349	237580423	11
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237586392	237586548	12
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237604619	237604783	13
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237608701	237608822	14
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237617691	237617874	15
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237619900	237620035	16
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237632392	237632487	17
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237655106	237655224	18
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237656254	237656387	19
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237659811	237660052	20
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237664011	237664203	21
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237666589	237666805	22
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237670010	237670114	23
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237674988	237675091	24
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237693727	237693810	25
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237711731	237711890	26
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237713844	237713991	27
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237729867	237730075	28
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237732445	237732619	29
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237753093	237753301	30
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237753940	237754292	31
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237755039	237755153	32
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237756776	237756936	33
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237758798	237758957	34
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237765325	237765411	35
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237774062	237774288	36
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237777339	237778143	37
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237780586	237780786	38
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237787065	237787170	39
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237788961	237789104	40
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237791107	237791380	41
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237794727	237794841	42
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237796878	237797010	43
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237798189	237798292	44
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237801657	237801792	45
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237802315	237802501	46
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237804197	237804302	47
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237806627	237806747	48
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237811744	237811913	49
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237813177	237813397	50
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237814711	237814801	51
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237817574	237817714	52
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237819121	237819284	53
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237821244	237821322	54
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237823285	237823374	55
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237824110	237824247	56
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237829812	237829889	57
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237831183	237831258	58
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237837396	237837519	59
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237838031	237838146	60
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237841348	237841412	61
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237843756	237843877	62
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237850755	237850804	63
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237862265	237862325	64
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237863529	237863767	65
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237865278	237865359	66
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237868513	237868643	67
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237870249	237870569	68
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237872158	237872398	69
RYR2	ENSG00000198626	ENST00000366574	NM_001035	1	chr1	237872780	237872867	70
